0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4,0,0,0,0
12,0,2,2,2
30,1,2,7,2
25,1,2,8,3
14,1,2,7,4
14,2,2,12,4
19,2,3,12,5
14,1,2,7,4
14,1,2,7,3
14,1,2,12,6
15,1,2,18,7
8,1,2,15,6
2,1,1,7,2
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
