23469,0,0,
23510,0,4,
23975,0,0,
23994,0,3,
24013,0,0,
24038,0,4,
25253,0,0,
25260,0,1,
25327,0,0,
25346,0,3,
25568,0,4,
25593,0,0,
26277,0,3,
26284,0,2,
26374,0,0,
26393,0,3,
26438,0,0,
26445,0,1,
26858,0,0,
26865,0,1,
26920,0,2,
26933,0,0,
27190,0,0,
27219,0,2,
27447,0,0,
27460,0,2,
27758,0,0,
27783,0,4,
27835,0,3,
27870,0,0,
28078,0,4,
28103,0,0,
28167,0,0,
28190,0,1,
28485,0,3,
28504,0,0,
28635,0,0,
28670,0,3,
28892,0,0,
28911,0,3,
28979,0,0,
28992,0,2,
29049,0,3,
29068,0,0,
29245,0,0,
29280,0,3,
29470,0,0,
29495,0,4,
29668,0,0,
29675,0,1,
29780,0,0,
29799,0,3,
29958,0,3,
29993,0,0,
30012,0,0,
30053,0,4,
30120,0,0,
30145,0,4,
30508,0,0,
30533,0,4,
30872,0,3,
30895,0,2,
30924,0,0,
30943,0,3,
30962,0,0,
30981,0,3,
31000,0,0,
31007,0,1,
31170,0,0,
31195,0,4,
31232,0,3,
31267,0,0,
31286,0,3,
31305,0,0,
31315,0,0,
31350,0,3,
31459,0,0,
31484,0,4,
31554,0,0,
31573,0,3,
31707,0,4,
31720,0,2,
31804,0,0,
31829,0,4,
31838,0,3,
31873,0,0,
32187,0,0,
32222,0,3,
32235,0,1,
32518,0,0,
32531,0,2,
32551,0,3,
32570,0,0,
32589,0,3,
32859,0,2,
32872,0,4,
33150,0,3,
33185,0,0,
33264,0,0,
33287,0,1,
33316,0,3,
33335,0,0,
33382,0,0,
33411,0,2,
33515,0,0,
33534,0,3,
33553,0,0,
33560,0,1,
33692,0,3,
33715,0,4,
33740,0,0,
33759,0,3,
34142,0,0,
34167,0,4,
34192,0,0,
34217,0,4,
34261,0,3,
34296,0,0,
34303,0,1,
34326,0,2,
34368,0,0,
34381,0,2,
34394,0,0,
34413,0,3,
34469,0,0,
34482,0,2,
34511,0,4,
34911,0,0,
34930,0,3,
34953,0,4,
34972,0,1,
34995,0,0,
35002,0,1,
35074,0,3,
35093,0,0,
35096,0,0,
35131,0,3,
35239,0,3,
35274,0,0,
35503,0,0,
35544,0,4,
35564,0,4,
35587,0,3,
35666,0,0,
35685,0,3,
35773,0,0,
35780,0,1,
35890,0,0,
35897,0,1,
36154,0,3,
36177,0,4,
36448,0,2,
36477,0,0,
36597,0,0,
36638,0,4,
36663,0,0,
36670,0,1,
36699,0,3,
36731,0,4,
36756,0,0,
36791,0,2,
36804,0,0,
36924,0,0,
36965,0,4,
37232,0,3,
37261,0,1,
37280,0,4,
37305,0,0,
37313,0,1,
37342,0,3,
37472,0,3,
37507,0,0,
37630,0,0,
37665,0,3,
37806,0,3,
37841,0,0,
38178,0,0,
38201,0,1,
38305,0,0,
38306,0,0,
38335,0,2,
38358,0,3,
38391,0,3,
38426,0,0,
38546,0,0,
38569,0,1,
38886,0,2,
38899,0,0,
39353,0,3,
39360,0,2,
39389,0,0,
39402,0,2,
39569,0,2,
39598,0,0,
39664,0,2,
39677,0,0,
39733,0,3,
39752,0,0,
39842,0,0,
39871,0,2,
39991,0,4,
40010,0,1,
40163,0,0,
40176,0,2,
40369,0,4,
40388,0,1,
40669,0,0,
40694,0,4,
40791,0,0,
40810,0,3,
40950,0,0,
40969,0,3,
40972,0,3,
41007,0,0,
41020,0,2,
41043,0,3,
41158,0,3,
41193,0,0,
41296,0,3,
41319,0,4,
41421,0,3,
41456,0,0,
41481,0,4,
41506,0,0,
41906,0,3,
41929,0,4,
42035,0,3,
42064,0,1,
42149,0,0,
42156,0,1,
42261,0,3,
42280,0,0,
42505,0,4,
42524,0,1,
42532,0,0,
42539,0,1,
42703,0,3,
42716,0,1,
42805,0,3,
42824,0,0,
42883,0,0,
42912,0,2,
42998,0,3,
43005,0,2,
43053,0,0,
43060,0,1,
43085,0,1,
43108,0,0,
43124,0,0,
43153,0,2,
43182,0,4,
43189,0,3,
43288,0,0,
43307,0,3,
43479,0,3,
43502,0,2,
43531,0,0,
43538,0,1,
43637,0,3,
43656,0,0,
43696,0,0,
43731,0,3,
