24181,44,0,3
25492,34,0,1
25693,40,0,4
25749,50,2,0
26329,46,3,0
26447,44,0,3
26734,52,0,4
26943,52,0,3
27421,52,0,4
27530,58,0,4
27998,52,0,3
28034,23,3,2
28075,46,0,4
28256,40,0,1
28316,28,0,2
28917,38,2,0
29077,38,0,2
29151,27,0,2
29144,63,0,4
29517,40,1,3
29601,44,3,0
29624,34,0,2
29640,50,0,3
29765,40,0,2
29779,49,0,3
29816,48,2,0
29874,44,0,3
30183,52,0,4
30199,61,4,0
30485,50,0,4
30554,24,0,2
30532,69,0,3
30786,40,0,2
30945,34,0,2
31075,34,3,0
31314,46,3,0
31403,34,2,0
31702,50,0,4
31730,72,0,4
31914,52,0,3
32154,34,0,1
32214,40,0,4
32255,38,4,2
32638,38,2,0
32703,22,1,0
32851,46,3,0
32862,42,0,1
32879,60,0,4
32905,78,0,3
33022,44,1,0
33033,52,0,3
33041,67,0,4
33063,89,0,3
33132,64,0,4
33152,44,0,4
33338,52,0,3
33439,34,0,1
33452,21,0,1
33596,32,1,0
33651,38,0,2
33676,49,3,1
33663,85,3,0
33788,50,0,4
33795,75,0,1
34056,34,3,1
34070,50,0,1
34069,80,0,3
34276,34,0,1
34379,40,3,0
34473,46,3,0
34488,38,0,1
34579,22,0,1
34790,22,0,1
34812,57,0,4
34822,89,3,0
34856,55,3,0
34892,32,0,2
34866,87,3,4
34945,58,0,4
35001,58,0,4
35146,46,0,2
35264,34,0,2
35315,34,3,0
35421,44,0,3
35497,34,0,1
35557,28,3,2
35568,53,0,1
35619,38,3,2
35577,103,3,1
35705,34,0,3
35758,46,0,3
35816,34,0,1
35885,34,0,3
35930,44,3,0
35952,47,0,4
36200,50,4,0
36206,51,0,1
36252,40,0,4
36285,50,4,0
36559,46,3,0
36725,50,0,4
36786,50,4,0
36989,38,0,2
37005,64,3,0
37000,88,0,3
37103,46,0,3
37175,40,0,2
37201,46,0,3
37233,58,0,4
37255,36,0,4
37368,52,0,3
37559,44,3,0
37985,28,2,1
38060,40,0,4
38169,46,0,2
38412,34,0,2
38509,34,3,0
38867,32,0,1
38908,28,0,2
38936,63,0,4
38950,74,1,0
39241,44,0,3
39439,34,0,1
39464,29,0,2
39674,34,0,2
39814,38,3,4
39825,41,3,4
40222,50,3,0
40267,60,4,2
40263,93,3,0
40410,46,3,0
40702,44,0,3
40914,28,2,4
41049,50,3,0
41113,46,3,0
41186,40,4,3
41232,22,4,3
41357,38,3,1
41360,65,0,1
41464,40,3,0
41599,40,4,3
41800,32,3,2
41837,46,4,0
41885,58,4,0
41954,46,3,0
41976,56,4,3
42053,40,0,2
42168,34,3,0
42292,40,4,3
42409,32,3,4
42409,62,3,2
42436,81,3,0
42452,65,1,0
42441,101,0,4
42546,52,0,3
42714,40,0,2
43095,46,0,4
43259,52,0,3
43453,46,0,3
43526,32,3,4
43530,60,0,1
43560,59,0,3
43637,37,2,3
43595,102,0,4
43646,101,0,4
43741,44,3,1
43828,34,4,3
43858,40,0,2
43902,46,0,4
43972,52,0,3
43973,99,4,0
44046,51,0,4
44123,28,2,3
44139,42,4,3
44171,70,0,4
44327,40,0,1
44353,57,0,3
44371,81,2,1
44369,106,4,0
44467,40,3,1
44549,22,0,1
44560,59,3,0
44729,55,0,2
44755,65,3,1
44737,106,1,0
44759,91,0,1
44776,74,0,1
44734,151,0,4
45375,50,2,0
45544,46,3,0
45623,34,3,2
45665,34,0,2
45712,46,0,4
45783,46,0,2
45812,37,0,1
45828,63,3,1
46114,40,0,4
46257,50,3,0
46432,38,0,2
46503,50,3,2
46502,74,4,1
46579,40,0,4
46630,46,0,2
46643,40,2,1
46811,28,0,2
46825,40,1,4
47026,46,0,2
47058,52,0,4
47187,40,0,1
47209,18,0,1
47216,53,4,3
47420,44,3,0
47504,34,2,0
47535,40,3,1
47609,20,0,1
47607,57,0,4
47642,54,0,1
47626,99,0,3
47674,99,4,0
48132,44,0,3
48149,50,3,4
48289,22,0,2
48265,75,0,4
48417,38,4,2
48959,34,0,2
49017,34,3,0
49034,55,3,0
49091,67,0,4
49123,35,3,4
49280,50,4,0
49392,46,3,0
49460,44,0,3
49542,28,2,4
49944,67,3,0
49950,61,2,0
50160,38,0,2
50198,32,2,3
50404,52,0,4
50510,52,0,3
51252,46,0,3
51352,32,3,4
51653,50,3,0
51749,46,3,0
51836,38,0,2
51862,25,2,0
51921,50,2,4
51952,63,0,3
52090,52,0,4
52497,46,0,2
52879,34,0,2
52978,28,3,1
53229,44,3,4
53489,52,0,3
53510,44,3,1
53648,40,0,4
53733,28,0,1
53721,69,0,3
53907,46,0,3
53954,46,0,3
53987,43,4,3
54011,48,3,1
54007,75,4,0
54028,92,3,0
54178,32,0,1
54213,40,3,0
54283,50,0,4
54285,98,0,4
54363,64,0,3
54440,40,4,0
54482,46,3,0
54759,59,3,2
54755,92,4,0
54843,28,2,1
54930,34,0,3
55067,40,0,2
55178,34,0,2
55187,67,3,0
55398,34,3,2
55409,52,3,0
55637,69,4,1
55663,66,3,0
55808,34,3,2
55828,52,4,0
55924,50,0,4
56012,58,0,4
56280,67,4,0
56303,57,0,2
56291,98,3,4
56726,46,0,2
56750,22,0,2
57083,34,0,2
57133,28,0,1
57163,40,3,0
57305,44,1,3
57523,34,0,1
57592,52,4,0
57741,58,4,0
57825,46,3,0
57860,49,3,0
57931,44,2,3
57947,60,0,2
58009,42,4,3
58029,45,3,2
58006,97,3,0
58022,81,4,0
58078,50,0,4
58097,56,4,0
58225,58,4,0
58265,54,0,3
58273,69,2,4
58303,64,3,0
58577,50,0,4
58617,52,3,0
58725,44,0,3
58822,44,3,0
58858,34,3,2
58932,28,0,1
58932,57,0,3
59018,44,3,0
59032,80,4,0
59174,32,0,1
59217,31,3,1
59188,83,3,0
59231,65,1,4
59356,52,0,3
59401,46,0,3
59432,47,0,2
59490,40,0,3
59506,43,3,0
59601,32,0,1
59713,44,3,4
59761,46,0,2
59911,34,3,0
60137,46,3,0
60359,58,4,0
60438,50,3,4
60481,52,0,3
60577,34,0,1
60790,52,4,0
60878,40,4,3
60962,46,0,3
61019,46,0,3
61027,57,3,0
61349,32,0,1
61455,28,3,2
61556,34,0,2
61575,51,3,1
61616,54,4,0
61754,46,3,0
61927,40,3,1
62713,34,3,1
62752,52,4,0
62937,44,0,3
62958,42,3,0
62986,56,2,4
62997,64,4,1
63222,52,4,0
63246,78,4,0
63391,22,1,0
63548,58,4,0
63586,62,3,4
63660,44,3,1
63725,52,4,0
63869,50,0,4
63905,46,0,1
64075,28,0,2
64252,28,0,1
64300,28,2,0
64362,38,0,2
64606,34,3,0
64858,44,2,3
65612,28,4,2
65738,34,3,0
65983,58,4,0
66513,58,4,0
66586,40,4,3
66934,40,4,0
66976,40,3,1
67017,28,3,2
67641,38,3,4
67906,52,0,3
68170,32,3,4
